"","subject","culture","task_name","task_info","trial_info","resp_type","resp"
"43","SS1608998191588","CN","SI","SI","SI","inflation_score_ratio",2.05337945527594
"44","SS1608998191588","CN","SI","SI","SI","inflation_score_diff",53.5143176375
"45","SS1608998414826","CN","SI","SI","SI","inflation_score_ratio",0.926767087386898
"46","SS1608998414826","CN","SI","SI","SI","inflation_score_diff",-9.95774393333332
"47","SS1609000443345","CN","SI","SI","SI","inflation_score_ratio",1.60358958275646
"48","SS1609000443345","CN","SI","SI","SI","inflation_score_diff",47.144637395
"49","SS1609000763890","CN","SI","SI","SI","inflation_score_ratio",0.420607313579955
"50","SS1609000763890","CN","SI","SI","SI","inflation_score_diff",-66.14938949
"51","SS1609001790486","CN","SI","SI","SI","inflation_score_ratio",0.953810847345818
"52","SS1609001790486","CN","SI","SI","SI","inflation_score_diff",-2.29448863333333
"53","SS1609005519115","CN","SI","SI","SI","inflation_score_ratio",0.775743776406987
"54","SS1609005519115","CN","SI","SI","SI","inflation_score_diff",-19.42043132
"55","SS1609006007662","CN","SI","SI","SI","inflation_score_ratio",0.645424256607894
"56","SS1609006007662","CN","SI","SI","SI","inflation_score_diff",-23.080015375
"57","SS1609029671133","CN","SI","SI","SI","inflation_score_ratio",1.678046119661
"58","SS1609029671133","CN","SI","SI","SI","inflation_score_diff",47.5995816928571
"59","SS1609032756992","CN","SI","SI","SI","inflation_score_ratio",0.586101360897177
"60","SS1609032756992","CN","SI","SI","SI","inflation_score_diff",-55.62783548
"61","SS1609034845673","CN","SI","SI","SI","inflation_score_ratio",0.588239967731301
"62","SS1609034845673","CN","SI","SI","SI","inflation_score_diff",-29.3159825575
"63","SS1609035512006","CN","SI","SI","SI","inflation_score_ratio",0.994148334942314
"64","SS1609035512006","CN","SI","SI","SI","inflation_score_diff",-0.496286574999999
"65","SS1609035895621","CN","SI","SI","SI","inflation_score_ratio",0.303258863122471
"66","SS1609035895621","CN","SI","SI","SI","inflation_score_diff",-73.412636505
"67","SS1609038166902","CN","SI","SI","SI","inflation_score_ratio",1.05150297923468
"68","SS1609038166902","CN","SI","SI","SI","inflation_score_diff",4.29381946400001
"69","SS1609038359555","CN","SI","SI","SI","inflation_score_ratio",0.836693688282898
"70","SS1609038359555","CN","SI","SI","SI","inflation_score_diff",-23.22976235
"71","SS1609040322263","CN","SI","SI","SI","inflation_score_ratio",0.767193782919519
"72","SS1609040322263","CN","SI","SI","SI","inflation_score_diff",-36.49124345
"73","SS1609041102827","CN","SI","SI","SI","inflation_score_ratio",0.596439523122929
"74","SS1609041102827","CN","SI","SI","SI","inflation_score_diff",-42.113566315
"75","SS1609045009059","CN","SI","SI","SI","inflation_score_ratio",1.57162774241428
"76","SS1609045009059","CN","SI","SI","SI","inflation_score_diff",49.253783355
"77","SS1609045159745","CN","SI","SI","SI","inflation_score_ratio",0.892944441803556
"78","SS1609045159745","CN","SI","SI","SI","inflation_score_diff",-7.12617692666667
"79","SS1609047757543","CN","SI","SI","SI","inflation_score_ratio",1.17447282855025
"80","SS1609047757543","CN","SI","SI","SI","inflation_score_diff",17.451795135
"81","SS1609050562848","CN","SI","SI","SI","inflation_score_ratio",1.22889566229768
"82","SS1609050562848","CN","SI","SI","SI","inflation_score_diff",9.622697605
"83","SS1609051064792","CN","SI","SI","SI","inflation_score_ratio",1.28536886436907
"84","SS1609051064792","CN","SI","SI","SI","inflation_score_diff",22.4628658266667
"85","SS1609054193360","CN","SI","SI","SI","inflation_score_ratio",0.461283439427731
"86","SS1609054193360","CN","SI","SI","SI","inflation_score_diff",-65.909373185
"87","SS1609054420221","CN","SI","SI","SI","inflation_score_ratio",0.796652787745969
"88","SS1609054420221","CN","SI","SI","SI","inflation_score_diff",-20.23103534
"89","SS1609056109961","CN","SI","SI","SI","inflation_score_ratio",0.638529609892309
"90","SS1609056109961","CN","SI","SI","SI","inflation_score_diff",-43.80955514
"91","SS1609056238065","CN","SI","SI","SI","inflation_score_ratio",1.02189239083303
"92","SS1609056238065","CN","SI","SI","SI","inflation_score_diff",2.56016135
"93","SS1609057298261","CN","SI","SI","SI","inflation_score_ratio",0.780380346890712
"94","SS1609057298261","CN","SI","SI","SI","inflation_score_diff",-21.02426824
"95","SS1609057764742","CN","SI","SI","SI","inflation_score_ratio",2.09493830909994
"96","SS1609057764742","CN","SI","SI","SI","inflation_score_diff",72.9872252775
"97","SS1609057903683","CN","SI","SI","SI","inflation_score_ratio",1.28721188346411
"98","SS1609057903683","CN","SI","SI","SI","inflation_score_diff",35.2244167266667
"99","SS1609062380695","CN","SI","SI","SI","inflation_score_ratio",1.02113233027608
"100","SS1609062380695","CN","SI","SI","SI","inflation_score_diff",2.22738165
"101","SS1609064318009","CN","SI","SI","SI","inflation_score_ratio",0.769524985683938
"102","SS1609064318009","CN","SI","SI","SI","inflation_score_diff",-21.441149255
"103","SS1609065406081","CN","SI","SI","SI","inflation_score_ratio",0.900907351742313
"104","SS1609065406081","CN","SI","SI","SI","inflation_score_diff",-6.960854635
"105","SS1609073869026","CN","SI","SI","SI","inflation_score_ratio",0.665904453766464
"106","SS1609073869026","CN","SI","SI","SI","inflation_score_diff",-39.18534584
"107","SS1609075750358","CN","SI","SI","SI","inflation_score_ratio",1.01911755122598
"108","SS1609075750358","CN","SI","SI","SI","inflation_score_diff",1.71272183500001
"109","SS1609079699037","CN","SI","SI","SI","inflation_score_ratio",1.25903807179324
"110","SS1609079699037","CN","SI","SI","SI","inflation_score_diff",24.44446635
"111","SS1609086776753","CN","SI","SI","SI","inflation_score_ratio",0.852804220003567
"112","SS1609086776753","CN","SI","SI","SI","inflation_score_diff",-17.06754415
"113","SS1609105368955","CN","SI","SI","SI","inflation_score_ratio",1.02434292570572
"114","SS1609105368955","CN","SI","SI","SI","inflation_score_diff",2.019976546
"115","SS1609116587428","CN","SI","SI","SI","inflation_score_ratio",0.911316998667733
"116","SS1609116587428","CN","SI","SI","SI","inflation_score_diff",-5.82985349
"117","SS1609121221630","CN","SI","SI","SI","inflation_score_ratio",1.68851335171776
"118","SS1609121221630","CN","SI","SI","SI","inflation_score_diff",73.51052899
"119","SS1609121912186","CN","SI","SI","SI","inflation_score_ratio",0.771692435224352
"120","SS1609121912186","CN","SI","SI","SI","inflation_score_diff",-18.7884161
"121","SS1609132098611","CN","SI","SI","SI","inflation_score_ratio",0.514827757134078
"122","SS1609132098611","CN","SI","SI","SI","inflation_score_diff",-55.22479825
"123","SS1609139734485","CN","SI","SI","SI","inflation_score_ratio",0.424925504193216
"124","SS1609139734485","CN","SI","SI","SI","inflation_score_diff",-51.070052418
"125","SS1609141291161","CN","SI","SI","SI","inflation_score_ratio",0.764170884886408
"126","SS1609141291161","CN","SI","SI","SI","inflation_score_diff",-13.76335545
"127","SS1609144676893","CN","SI","SI","SI","inflation_score_ratio",1.06916755963811
"128","SS1609144676893","CN","SI","SI","SI","inflation_score_diff",6.638198625
"129","SS1609146491935","CN","SI","SI","SI","inflation_score_ratio",1.04641499096965
"130","SS1609146491935","CN","SI","SI","SI","inflation_score_diff",3.8107628275
"131","SS1609156148777","CN","SI","SI","SI","inflation_score_ratio",0.538923186575775
"132","SS1609156148777","CN","SI","SI","SI","inflation_score_diff",-45.56165878
"133","SS1609163312228","CN","SI","SI","SI","inflation_score_ratio",1.04937953053904
"134","SS1609163312228","CN","SI","SI","SI","inflation_score_diff",3.6609998
"135","SS1609166832692","CN","SI","SI","SI","inflation_score_ratio",0.969324198937684
"136","SS1609166832692","CN","SI","SI","SI","inflation_score_diff",-3.57200100000001
"137","SS1609206019548","CN","SI","SI","SI","inflation_score_ratio",0.910425243860215
"138","SS1609206019548","CN","SI","SI","SI","inflation_score_diff",-6.68458182000001
"139","SS1609208930844","CN","SI","SI","SI","inflation_score_ratio",1.39222338640655
"140","SS1609208930844","CN","SI","SI","SI","inflation_score_diff",29.039492982
"141","SS1609213276315","CN","SI","SI","SI","inflation_score_ratio",2.29154980113699
"142","SS1609213276315","CN","SI","SI","SI","inflation_score_diff",94.65529406
"143","SS1609214157015","CN","SI","SI","SI","inflation_score_ratio",1.04389484376471
"144","SS1609214157015","CN","SI","SI","SI","inflation_score_diff",2.1576558975
"145","SS1609222543224","CN","SI","SI","SI","inflation_score_ratio",0.883706263802063
"146","SS1609222543224","CN","SI","SI","SI","inflation_score_diff",-7.151219584
"147","SS1609223067371","CN","SI","SI","SI","inflation_score_ratio",0.821449460040224
"148","SS1609223067371","CN","SI","SI","SI","inflation_score_diff",-17.6075298133333
"149","SS1609225913111","CN","SI","SI","SI","inflation_score_ratio",1.4805435914916
"150","SS1609225913111","CN","SI","SI","SI","inflation_score_diff",34.75199009
"151","SS1609229287946","CN","SI","SI","SI","inflation_score_ratio",0.955511074671034
"152","SS1609229287946","CN","SI","SI","SI","inflation_score_diff",-3.75381502571429
"153","SS1609234368670","CN","SI","SI","SI","inflation_score_ratio",0.923080904658128
"154","SS1609234368670","CN","SI","SI","SI","inflation_score_diff",-3.670246775
"155","SS1609236181354","CN","SI","SI","SI","inflation_score_ratio",0.772618954308624
"156","SS1609236181354","CN","SI","SI","SI","inflation_score_diff",-12.37456757
"157","SS1609238981425","CN","SI","SI","SI","inflation_score_ratio",1.03773826113037
"158","SS1609238981425","CN","SI","SI","SI","inflation_score_diff",2.1624704625
"159","SS1609241808889","CN","SI","SI","SI","inflation_score_ratio",0.934823180348599
"160","SS1609241808889","CN","SI","SI","SI","inflation_score_diff",-8.18145719
"161","SS1609252307381","CN","SI","SI","SI","inflation_score_ratio",0.49137831146453
"162","SS1609252307381","CN","SI","SI","SI","inflation_score_diff",-119.8071316
"163","SS1609254302236","CN","SI","SI","SI","inflation_score_ratio",1.74330553525407
"164","SS1609254302236","CN","SI","SI","SI","inflation_score_diff",55.685892225
"165","SS1609301941699","CN","SI","SI","SI","inflation_score_ratio",2.24280162890014
"166","SS1609301941699","CN","SI","SI","SI","inflation_score_diff",111.14260441375
"167","SS1609314218600","CN","SI","SI","SI","inflation_score_ratio",0.442998055322627
"168","SS1609314218600","CN","SI","SI","SI","inflation_score_diff",-83.26062958
"169","SS1609315463105","CN","SI","SI","SI","inflation_score_ratio",0.735153550582963
"170","SS1609315463105","CN","SI","SI","SI","inflation_score_diff",-31.39020816
"171","SS1609318098340","CN","SI","SI","SI","inflation_score_ratio",0.346015105574608
"172","SS1609318098340","CN","SI","SI","SI","inflation_score_diff",-84.9049947525
"173","SS1609382454367","CN","SI","SI","SI","inflation_score_ratio",5.54863022614755
"174","SS1609382454367","CN","SI","SI","SI","inflation_score_diff",96.109700025
"175","SS1609382677476","CN","SI","SI","SI","inflation_score_ratio",0.822499599885969
"176","SS1609382677476","CN","SI","SI","SI","inflation_score_diff",-24.0088488
"177","SS1609383084698","CN","SI","SI","SI","inflation_score_ratio",0.625448675464343
"178","SS1609383084698","CN","SI","SI","SI","inflation_score_diff",-29.73227369
"179","SS1609383467951","CN","SI","SI","SI","inflation_score_ratio",0.78389369434829
"180","SS1609383467951","CN","SI","SI","SI","inflation_score_diff",-20.491625458
"181","SS1609383545426","CN","SI","SI","SI","inflation_score_ratio",0.536162832105796
"182","SS1609383545426","CN","SI","SI","SI","inflation_score_diff",-71.2544121366667
"183","SS1609383938335","CN","SI","SI","SI","inflation_score_ratio",0.694389281841363
"184","SS1609383938335","CN","SI","SI","SI","inflation_score_diff",-20.35023474
"185","SS1609385308642","CN","SI","SI","SI","inflation_score_ratio",1.11679017284672
"186","SS1609385308642","CN","SI","SI","SI","inflation_score_diff",9.45652807666667
"187","SS1609386384117","CN","SI","SI","SI","inflation_score_ratio",0.229671762034666
"188","SS1609386384117","CN","SI","SI","SI","inflation_score_diff",-266.32427978
"189","SS1609388348920","CN","SI","SI","SI","inflation_score_ratio",0.688729144269174
"190","SS1609388348920","CN","SI","SI","SI","inflation_score_diff",-25.542150205
"191","SS1609390330971","CN","SI","SI","SI","inflation_score_ratio",0.572646932254181
"192","SS1609390330971","CN","SI","SI","SI","inflation_score_diff",-97.17084445
"193","SS1609390524426","CN","SI","SI","SI","inflation_score_ratio",0.655820813881162
"194","SS1609390524426","CN","SI","SI","SI","inflation_score_diff",-25.9288525
"195","SS1609390607072","CN","SI","SI","SI","inflation_score_ratio",0.834393184322634
"196","SS1609390607072","CN","SI","SI","SI","inflation_score_diff",-11.716795495
"197","SS1609391110803","CN","SI","SI","SI","inflation_score_ratio",1.43514039531889
"198","SS1609391110803","CN","SI","SI","SI","inflation_score_diff",21.864355745
"199","SS1609394084810","CN","SI","SI","SI","inflation_score_ratio",1.04213265018086
"200","SS1609394084810","CN","SI","SI","SI","inflation_score_diff",3.00484870333334
"201","SS1609395698854","CN","SI","SI","SI","inflation_score_ratio",0.184857170337512
"202","SS1609395698854","CN","SI","SI","SI","inflation_score_diff",-163.86803692
"203","SS1609396253241","CN","SI","SI","SI","inflation_score_ratio",0.726941850381301
"204","SS1609396253241","CN","SI","SI","SI","inflation_score_diff",-31.34169502
"205","SS1609396910985","CN","SI","SI","SI","inflation_score_ratio",0.514300054919424
"206","SS1609396910985","CN","SI","SI","SI","inflation_score_diff",-29.276097005
"207","SS1609397448237","CN","SI","SI","SI","inflation_score_ratio",0.545186839401623
"208","SS1609397448237","CN","SI","SI","SI","inflation_score_diff",-26.3807816566667
"209","SS1609399711690","CN","SI","SI","SI","inflation_score_ratio",0.957461611881945
"210","SS1609399711690","CN","SI","SI","SI","inflation_score_diff",-5.31155100000001
"211","SS1609400637045","CN","SI","SI","SI","inflation_score_ratio",0.947844417416975
"212","SS1609400637045","CN","SI","SI","SI","inflation_score_diff",-7.66988705
"213","SS1609403452252","CN","SI","SI","SI","inflation_score_ratio",0.580470111318676
"214","SS1609403452252","CN","SI","SI","SI","inflation_score_diff",-63.10655724
"215","SS1609408783276","CN","SI","SI","SI","inflation_score_ratio",0.78355365059177
"216","SS1609408783276","CN","SI","SI","SI","inflation_score_diff",-16.8708103325
"217","SS1609410027831","CN","SI","SI","SI","inflation_score_ratio",0.84980197716411
"218","SS1609410027831","CN","SI","SI","SI","inflation_score_diff",-17.12235973
"219","SS1609412776217","CN","SI","SI","SI","inflation_score_ratio",0.616411657169038
"220","SS1609412776217","CN","SI","SI","SI","inflation_score_diff",-26.4162977242857
"221","SS1609422628010","CN","SI","SI","SI","inflation_score_ratio",1.27972265438915
"222","SS1609422628010","CN","SI","SI","SI","inflation_score_diff",24.04089452
"223","SS1609479257730","CN","SI","SI","SI","inflation_score_ratio",0.978672874655881
"224","SS1609479257730","CN","SI","SI","SI","inflation_score_diff",-2.98548805000001
"225","SS1609483625579","CN","SI","SI","SI","inflation_score_ratio",0.393118123043042
"226","SS1609483625579","CN","SI","SI","SI","inflation_score_diff",-29.493582964
"227","SS1609487859941","CN","SI","SI","SI","inflation_score_ratio",1.03321642346036
"228","SS1609487859941","CN","SI","SI","SI","inflation_score_diff",4.32299566666666
"229","SS1609490403304","CN","SI","SI","SI","inflation_score_ratio",0.721255592106896
"230","SS1609490403304","CN","SI","SI","SI","inflation_score_diff",-42.0880994
"231","SS1609492340188","CN","SI","SI","SI","inflation_score_ratio",0.679184373519114
"232","SS1609492340188","CN","SI","SI","SI","inflation_score_diff",-40.35796495
"233","SS1609492679568","CN","SI","SI","SI","inflation_score_ratio",0.987737273365819
"234","SS1609492679568","CN","SI","SI","SI","inflation_score_diff",-0.676017522500004
"235","SS1609493526682","CN","SI","SI","SI","inflation_score_ratio",0.909383408129092
"236","SS1609493526682","CN","SI","SI","SI","inflation_score_diff",-7.6565632125
"237","SS1609494868761","CN","SI","SI","SI","inflation_score_ratio",0.9564205356767
"238","SS1609494868761","CN","SI","SI","SI","inflation_score_diff",-4.70800892666666
"239","SS1609506186383","CN","SI","SI","SI","inflation_score_ratio",0.639359492709275
"240","SS1609506186383","CN","SI","SI","SI","inflation_score_diff",-42.3086581466667
"241","SS1609553048222","CN","SI","SI","SI","inflation_score_ratio",0.563479794124123
"242","SS1609553048222","CN","SI","SI","SI","inflation_score_diff",-65.1197644
"243","SS1609553165145","CN","SI","SI","SI","inflation_score_ratio",0.446299981475725
"244","SS1609553165145","CN","SI","SI","SI","inflation_score_diff",-61.283361965
"245","SS1609558200124","CN","SI","SI","SI","inflation_score_ratio",1.10288172386232
"246","SS1609558200124","CN","SI","SI","SI","inflation_score_diff",18.32107705
"247","SS1609558311223","CN","SI","SI","SI","inflation_score_ratio",0.756362445105783
"248","SS1609558311223","CN","SI","SI","SI","inflation_score_diff",-20.74846596
"249","SS1609558865004","CN","SI","SI","SI","inflation_score_ratio",0.890723931126434
"250","SS1609558865004","CN","SI","SI","SI","inflation_score_diff",-5.77519723
"251","SS1609559068101","CN","SI","SI","SI","inflation_score_ratio",0.560713786777833
"252","SS1609559068101","CN","SI","SI","SI","inflation_score_diff",-42.1895931833333
"253","SS1609559085732","CN","SI","SI","SI","inflation_score_ratio",0.626265326646296
"254","SS1609559085732","CN","SI","SI","SI","inflation_score_diff",-34.64335741
"255","SS1609559365934","CN","SI","SI","SI","inflation_score_ratio",0.836165273645375
"256","SS1609559365934","CN","SI","SI","SI","inflation_score_diff",-15.1682672466667
"257","SS1609559549296","CN","SI","SI","SI","inflation_score_ratio",1.32518338172342
"258","SS1609559549296","CN","SI","SI","SI","inflation_score_diff",23.2238195971428
"259","SS1609559668779","CN","SI","SI","SI","inflation_score_ratio",1.37735513714897
"260","SS1609559668779","CN","SI","SI","SI","inflation_score_diff",16.839737225
"261","SS1609559802162","CN","SI","SI","SI","inflation_score_ratio",0.959344716354486
"262","SS1609559802162","CN","SI","SI","SI","inflation_score_diff",-1.881896622
"263","SS1609559819130","CN","SI","SI","SI","inflation_score_ratio",0.444044544293151
"264","SS1609559819130","CN","SI","SI","SI","inflation_score_diff",-42.532054555
"265","SS1609560168328","CN","SI","SI","SI","inflation_score_ratio",0.461739084256299
"266","SS1609560168328","CN","SI","SI","SI","inflation_score_diff",-80.392795678
"267","SS1609560741612","CN","SI","SI","SI","inflation_score_ratio",1.21148351519785
"268","SS1609560741612","CN","SI","SI","SI","inflation_score_diff",15.71964238
"269","SS1609560942988","CN","SI","SI","SI","inflation_score_ratio",1.12195044522143
"270","SS1609560942988","CN","SI","SI","SI","inflation_score_diff",8.42649468
"271","SS1609561045437","CN","SI","SI","SI","inflation_score_ratio",0.832883874983081
"272","SS1609561045437","CN","SI","SI","SI","inflation_score_diff",-6.66983425666666
"273","SS1609561082364","CN","SI","SI","SI","inflation_score_ratio",0.868503298521278
"274","SS1609561082364","CN","SI","SI","SI","inflation_score_diff",-5.01243396
"275","SS1609561504112","CN","SI","SI","SI","inflation_score_ratio",0.355794967631595
"276","SS1609561504112","CN","SI","SI","SI","inflation_score_diff",-80.1590105175
"277","SS1609561520947","CN","SI","SI","SI","inflation_score_ratio",0.935117792600826
"278","SS1609561520947","CN","SI","SI","SI","inflation_score_diff",-5.549418425
"279","SS1609561854923","CN","SI","SI","SI","inflation_score_ratio",1.11922170851289
"280","SS1609561854923","CN","SI","SI","SI","inflation_score_diff",4.74590971
"281","SS1609804488018","CN","SI","SI","SI","inflation_score_ratio",0.369561401107839
"282","SS1609804488018","CN","SI","SI","SI","inflation_score_diff",-112.18873371
"283","SS1609804557478","CN","SI","SI","SI","inflation_score_ratio",0.869599564510196
"284","SS1609804557478","CN","SI","SI","SI","inflation_score_diff",-7.9589019
"285","SS1609827896523","CN","SI","SI","SI","inflation_score_ratio",0.589929058310798
"286","SS1609827896523","CN","SI","SI","SI","inflation_score_diff",-23.8882400966667
"287","SS1609890931156","CN","SI","SI","SI","inflation_score_ratio",1.47781689297765
"288","SS1609890931156","CN","SI","SI","SI","inflation_score_diff",53.54441664
"289","SS1609891086501","CN","SI","SI","SI","inflation_score_ratio",0.687792807085316
"290","SS1609891086501","CN","SI","SI","SI","inflation_score_diff",-35.1639042033333
"291","SS1609891551310","CN","SI","SI","SI","inflation_score_ratio",0.735146858101247
"292","SS1609891551310","CN","SI","SI","SI","inflation_score_diff",-23.846115895
"293","SS1609908877725","CN","SI","SI","SI","inflation_score_ratio",0.961889426244322
"294","SS1609908877725","CN","SI","SI","SI","inflation_score_diff",-2.33996076
"295","SS1609908914854","CN","SI","SI","SI","inflation_score_ratio",1.17939217973669
"296","SS1609908914854","CN","SI","SI","SI","inflation_score_diff",17.900705595
"297","SS1609908998401","CN","SI","SI","SI","inflation_score_ratio",1.04104667378183
"298","SS1609908998401","CN","SI","SI","SI","inflation_score_diff",2.12327755
"299","SS1609909002041","CN","SI","SI","SI","inflation_score_ratio",0.926863260963973
"300","SS1609909002041","CN","SI","SI","SI","inflation_score_diff",-4.77114942333333
"301","SS1608688168812","US","SI","SI","SI","inflation_score_ratio",1.08488174370065
"302","SS1608688168812","US","SI","SI","SI","inflation_score_diff",4.448028565
"303","SS1608700105054","US","SI","SI","SI","inflation_score_ratio",1.48891194263773
"304","SS1608700105054","US","SI","SI","SI","inflation_score_diff",25.1839670566667
"305","SS1608700127333","US","SI","SI","SI","inflation_score_ratio",0.557737304898171
"306","SS1608700127333","US","SI","SI","SI","inflation_score_diff",-28.05774597
"307","SS1608700397099","US","SI","SI","SI","inflation_score_ratio",0.452635511314937
"308","SS1608700397099","US","SI","SI","SI","inflation_score_diff",-44.3495417866667
"309","SS1608705551890","US","SI","SI","SI","inflation_score_ratio",0.856226877276692
"310","SS1608705551890","US","SI","SI","SI","inflation_score_diff",-11.285320425
"311","SS1608708437584","US","SI","SI","SI","inflation_score_ratio",0.559578356143242
"312","SS1608708437584","US","SI","SI","SI","inflation_score_diff",-25.3819167333333
"313","SS1608737929527","US","SI","SI","SI","inflation_score_ratio",0.952265695329327
"314","SS1608737929527","US","SI","SI","SI","inflation_score_diff",-3.57627867000001
"315","SS1608759071639","US","SI","SI","SI","inflation_score_ratio",0.831437724126156
"316","SS1608759071639","US","SI","SI","SI","inflation_score_diff",-8.62044874333333
"317","SS1608764841871","US","SI","SI","SI","inflation_score_ratio",0.612544276189171
"318","SS1608764841871","US","SI","SI","SI","inflation_score_diff",-46.17939081
"319","SS1608765105161","US","SI","SI","SI","inflation_score_ratio",1.0360442234804
"320","SS1608765105161","US","SI","SI","SI","inflation_score_diff",1.64105216999999
"321","SS1608765717953","US","SI","SI","SI","inflation_score_ratio",1.06448712891761
"322","SS1608765717953","US","SI","SI","SI","inflation_score_diff",3.55003612666666
"323","SS1608766095260","US","SI","SI","SI","inflation_score_ratio",1.06307074975683
"324","SS1608766095260","US","SI","SI","SI","inflation_score_diff",6.45567526500001
"325","SS1608766593457","US","SI","SI","SI","inflation_score_ratio",0.675290452626165
"326","SS1608766593457","US","SI","SI","SI","inflation_score_diff",-39.502461885
"327","SS1608766617789","US","SI","SI","SI","inflation_score_ratio",1.14781583456002
"328","SS1608766617789","US","SI","SI","SI","inflation_score_diff",14.75305151
"329","SS1608770272900","US","SI","SI","SI","inflation_score_ratio",1.68460116838295
"330","SS1608770272900","US","SI","SI","SI","inflation_score_diff",72.8432212333333
"331","SS1608771762929","US","SI","SI","SI","inflation_score_ratio",1.06946238164223
"332","SS1608771762929","US","SI","SI","SI","inflation_score_diff",5.291393576
"333","SS1608773085433","US","SI","SI","SI","inflation_score_ratio",1.21919541517948
"334","SS1608773085433","US","SI","SI","SI","inflation_score_diff",27.537937185
"335","SS1608775531570","US","SI","SI","SI","inflation_score_ratio",0.819768201827051
"336","SS1608775531570","US","SI","SI","SI","inflation_score_diff",-11.510517914
"337","SS1608785426067","US","SI","SI","SI","inflation_score_ratio",0.858276951528047
"338","SS1608785426067","US","SI","SI","SI","inflation_score_diff",-10.5912002433333
"339","SS1608787713278","US","SI","SI","SI","inflation_score_ratio",0.442569203958132
"340","SS1608787713278","US","SI","SI","SI","inflation_score_diff",-87.49000205
"341","SS1608788427161","US","SI","SI","SI","inflation_score_ratio",0.599737123748915
"342","SS1608788427161","US","SI","SI","SI","inflation_score_diff",-27.1754436225
"343","SS1608788987298","US","SI","SI","SI","inflation_score_ratio",0.526065068961619
"344","SS1608788987298","US","SI","SI","SI","inflation_score_diff",-69.22918276
"345","SS1608791220883","US","SI","SI","SI","inflation_score_ratio",1.62049582300049
"346","SS1608791220883","US","SI","SI","SI","inflation_score_diff",73.23200489
"347","SS1608792549625","US","SI","SI","SI","inflation_score_ratio",0.984898510439631
"348","SS1608792549625","US","SI","SI","SI","inflation_score_diff",-1.12298173000001
