subject,circle_id,circle_number,codeable,me_circle,x,y,radius
SS1608831660664,circle45,2,1,0,416,84,71.02816343
SS1608831660664,circle45,3,1,0,338,296,85.61541917
SS1608831660664,circle45,4,1,0,508,234,56.64803615
SS1608831660664,circle45,5,1,0,566,45,42.80186912
SS1608833527308,circle46,1,1,1,189,81,81.68843247
SS1608833527308,circle46,2,1,0,403,136,75.07329752
SS1608833527308,circle46,3,1,0,125,250,70.22819946
SS1608833527308,circle46,4,1,0,265,251,61.84658438
SS1608833527308,circle46,5,1,0,376,255,33.06055051
SS1608833527308,circle46,6,1,0,336,346,47.5394573
SS1608834401052,circle47,1,1,1,200,234,113.0707743
SS1608834401052,circle47,2,1,0,440,210,99.12618221
SS1608834401052,circle47,3,1,0,344,364,92.45539465
SS1608834401052,circle47,4,1,0,594,331,79.906195
SS1608836302253,circle48,1,1,0,440,72,62.2655603
SS1608836302253,circle48,2,1,0,416,180,69.07966416
SS1608836302253,circle48,3,1,0,557,117,76.05918748
SS1608836302253,circle48,4,1,1,137,138,79.17701687
SS1608839691941,circle49,1,1,0,271,153,45.88027899
SS1608839691941,circle49,2,1,0,458,137,55.90169944
SS1608839691941,circle49,3,1,0,276,316,39.29376541
SS1608839691941,circle49,4,1,1,431,304,44.94441011
SS1608842254932,circle50,1,0,0,229,133,134.4693274
SS1608842254932,circle50,2,0,0,435,99,91.0659102
SS1608842254932,circle50,3,0,0,337,282,79.40403012
SS1608842254932,circle50,4,0,0,467,223,32.89376841
SS1608843808592,circle51,1,1,1,198,163,82.46211251
SS1608843808592,circle51,2,1,0,374,122,76.6093989
SS1608843808592,circle51,3,1,0,532,258,71.19691005
SS1608843808592,circle51,4,1,0,522,64,58.00862005
SS1608850322225,circle52,1,1,1,278,258,59.16924877
SS1608850322225,circle52,2,1,0,105,100,81.05553652
SS1608850322225,circle52,3,1,0,328,74,60.21627687
SS1608850322225,circle52,4,1,0,412,189,48.41487375
SS1608853349801,circle53,1,0,0,259,140,71.61005516
SS1608863463604,circle54,1,1,1,375,322,48.16637832
SS1608863463604,circle54,2,1,0,483,205,53.75872022
SS1608863463604,circle54,3,1,0,269,195,59.46427499
SS1608863463604,circle54,4,1,0,355,419,32.55764119
SS1608863916558,circle55,1,1,0,95,240,58.25804665
SS1608863916558,circle55,2,1,0,253,243,79.42921377
SS1608863916558,circle55,3,1,1,430,240,90.27181177
SS1608863916558,circle55,4,1,0,639,387,160.8788364
SS1608882192490,circle56,1,0,0,192,55,41.23105626
SS1608962227801,circle57,1,1,1,360,250,28.8444102
SS1608962227801,circle57,2,1,0,216,157,36.87817783
SS1608962227801,circle57,3,1,0,285,125,34.98571137
SS1608962227801,circle57,4,1,0,297,203,32.55764119
SS1608967838850,circle58,1,1,1,282,155,83.48652586
SS1608967838850,circle58,2,1,0,491,199,85.70297544
SS1608967838850,circle58,3,1,0,294,319,75.45197148
SS1608967838850,circle58,4,1,0,448,407,90.24411338
SS1608994545018,circle59,1,0,0,270,221,82.07313811
SS1608999598751,circle60,1,1,1,355,385,57.42821606
SS1608999598751,circle60,2,1,0,203,242,64.84597135
SS1608999598751,circle60,3,1,0,475,230,66.73080248
SS1609003293575,circle61,1,1,0,54,176,63.82005954
SS1609003293575,circle61,2,1,0,158,132,83.73768566
SS1609003293575,circle61,3,1,0,322,172,74.65252842
SS1609003293575,circle61,4,1,1,176,297,69.83552105
SS1609003293575,circle61,5,1,0,347,328,59.20304046
SS1609003293575,circle61,6,1,0,516,238,58.30951895
SS1609003293575,circle61,7,1,0,525,94,43.68065934
SS1609018219931,circle62,1,1,1,270,117,40.22437072
SS1609018219931,circle62,2,1,0,215,221,41.18252056
SS1609018219931,circle62,3,1,0,299,272,41.61730409
SS1609018219931,circle62,4,1,0,463,87,42.94182111
SS1609018219931,circle62,5,1,0,388,194,44.29446918
SS1609018845974,circle63,1,0,0,409,197,48.46648326
SS1609019254082,circle64,1,1,1,157,133,66.21933252
SS1609019254082,circle64,2,1,0,283,172,67.26812024
SS1609019254082,circle64,3,1,0,412,168,68.00735254
SS1609019254082,circle64,4,1,0,550,112,67.00746227
SS1609019254082,circle64,5,1,0,673,161,62.39390996
SS1609019285444,circle65,1,1,1,379,286,52.63078947
SS1609019285444,circle65,2,1,0,107,126,91.70605214
SS1609019285444,circle65,3,1,0,624,121,103.5857133
SS1609038733525,circle66,1,0,0,288,330,92.45539465
SS1609116678756,circle67,1,1,1,306,293,51.4781507
SS1609116678756,circle67,2,1,0,152,123,73.23933369
SS1609116678756,circle67,3,1,0,299,110,66.24198065
SS1609116678756,circle67,4,1,0,117,274,49.81967483
SS1609116678756,circle67,5,1,0,483,296,56.5862174
SS1609116678756,circle67,6,1,0,628,273,65.55150647
SS1609137272097,circle68,1,1,1,342,242,88.60022573
SS1609137272097,circle68,2,1,0,415,130,109.0412766
SS1609137272097,circle68,3,1,0,127,141,115.4123044
SS1609137272097,circle68,4,1,0,494,354,90.8735385
SS1609137272097,circle68,5,1,0,79,365,87.78382539
SS1609213660616,circle69,1,1,1,303,266,91.23595782
SS1609213660616,circle69,2,1,0,487,225,96.26006441
SS1609213660616,circle69,3,1,0,518,325,113.8419958
SS1609273135099,circle70,1,1,1,128,264,59.93329626
SS1609273135099,circle70,2,1,0,285,239,60.74537019
SS1609273135099,circle70,3,1,0,132,54,80.43009387
SS1609273135099,circle70,4,1,0,535,346,118.1058847
SS1609275824977,circle71,1,1,1,253,234,74.96665926
SS1609275824977,circle71,2,1,0,462,218,102.0784012
SS1609275824977,circle71,3,1,0,670,217,79.17701687
SS1609275824977,circle71,4,1,0,75,235,72.89718787
SS1609422514703,circle72,1,0,0,411,294,84.14867795
SS1609542930348,circle73,1,0,0,343,300,141.2090649
SS1609545235915,circle74,1,1,1,406,300,65.4599114
SS1609545235915,circle74,2,1,0,473,296,64.00781202
SS1609545235915,circle74,3,1,0,272,304,66.00757532
SS1609545235915,circle74,4,1,0,416,377,62.03224968
SS1609749305068,circle75,1,1,1,256,179,45.88027899
SS1609749305068,circle75,2,1,0,408,146,43.08131846
SS1609749305068,circle75,3,1,0,166,312,86.28441342
SS1609749305068,circle75,4,1,0,362,321,89.05054744
SS1609779053659,circle76,1,1,1,342,188,140.4279175
SS1609779053659,circle76,2,1,0,500,117,127.0157471
SS1609779053659,circle76,3,1,0,458,351,104.1393297
SS1609779053659,circle76,4,1,0,141,275,80.0624756
SS1609779053659,circle76,5,1,0,221,326,71.58910532
SS1609790990010,circle77,1,1,1,332,170,71.84010022
SS1609790990010,circle77,2,1,0,228,234,82.21921916
SS1609790990010,circle77,3,1,0,364,243,78.87331615
SS1609790990010,circle77,4,1,0,264,55,46.14108798
SS1609790990010,circle77,5,1,0,390,66,48.09365863
SS1609815670698,circle78,1,1,1,293,228,46.87216658
SS1609815670698,circle78,2,1,0,393,215,49.76946855
SS1609815670698,circle78,3,1,0,200,373,53.03772242
SS1609815670698,circle78,4,1,0,389,343,57.00877125
SS1609865763238,circle79,1,1,1,230,260,64.19501538
SS1609865763238,circle79,2,1,0,494,129,171.1432149
SS1609865763238,circle79,3,1,0,339,282,43.38202393
SS1609865763238,circle79,4,1,0,453,467,181.4662503
SS1609866138497,circle80,1,1,1,609,306,64.07807737
SS1609866138497,circle80,2,1,0,427,236,82.66196223
SS1609866138497,circle80,3,1,0,142,310,150.6320019
SS1609866138497,circle80,4,1,0,445,446,119.503138
SS1609871022738,circle81,1,1,1,271,210,101.6070864
SS1609871022738,circle81,2,1,0,425,124,96.89685237
SS1609871022738,circle81,3,1,0,260,32,54.81788029
SS1609871022738,circle81,4,1,0,402,282,70.71067812
SS1609871316276,circle82,1,0,0,166,106,92.6984358
SS1609872764219,circle83,1,0,0,228,237,82.02438662
SS1609872764219,circle83,2,0,0,427,232,88.68483523
SS1609872764219,circle83,3,0,0,196,397,61.03277808
SS1609872764219,circle83,4,0,0,393,389,67.23094526
SS1609872764219,circle83,5,0,0,561,88,65.4599114
SS1609872764219,circle83,6,0,0,690,161,65.06919394
SS1609875801466,circle84,1,1,1,334,352,32.69556545
SS1609875801466,circle84,2,1,0,402,309,39.2173431
SS1609875801466,circle84,3,1,0,500,279,41.03656906
SS1609875801466,circle84,4,1,0,591,211,50.47771786
SS1609875801466,circle84,5,1,0,691,152,59.68249325
SS1609876581813,circle85,1,1,1,247,256,62.28964601
SS1609876581813,circle85,2,1,0,383,178,81.21576202
SS1609876581813,circle85,3,1,0,77,144,65.51335742
SS1609876581813,circle85,4,1,0,107,257,39.20459157
SS1609881975445,circle86,1,1,1,168,94,56.85068161
SS1609881975445,circle86,2,1,0,358,83,70.29224708
SS1609881975445,circle86,3,1,0,535,145,71.19691005
SS1609881975445,circle86,4,1,0,256,267,42.94182111
SS1609882680132,circle87,1,0,0,349,227,42.54409477
SS1609887442337,circle88,1,1,0,391,80,51.42956348
SS1609887442337,circle88,2,1,0,100,169,48.75448697
SS1609887442337,circle88,3,1,0,236,158,42.48529157
SS1609887442337,circle88,4,1,0,392,190,48.05205511
SS1609887442337,circle88,5,1,0,223,255,45.69463864
SS1609887442337,circle88,6,1,0,514,60,58.1893461
SS1609887442337,circle88,7,1,0,376,321,49.979996
SS1609887442337,circle88,8,1,1,491,236,51.41984053
SS1609887442337,circle88,9,1,0,619,234,49.979996
SS1609894664188,circle89,1,1,1,283,179,104.8045801
SS1609894664188,circle89,2,1,0,440,118,85.63293759
SS1609894664188,circle89,3,1,0,528,270,89.81091248
SS1609894664188,circle89,4,1,0,186,333,119.0965994
SS1609894664188,circle89,5,1,0,454,439,62.96824597
SS1609894664188,circle89,6,1,0,669,406,65.29931087
SS1610325353924,circle90,1,1,1,360,285,54.12023651
SS1610325353924,circle90,2,1,0,467,277,48.76474136
SS1610325353924,circle90,3,1,0,110,260,78.77182237
SS1610325353924,circle90,4,1,0,688,259,72.86288493
SS1610329115213,circle91,1,1,1,648,56,56.8594759
SS1610329115213,circle91,2,1,0,100,124,72.12489168
SS1610329115213,circle91,3,1,0,209,345,34.66987165
SS1610329115213,circle91,4,1,0,500,328,71.56116265
SS1610329585116,circle92,1,1,0,92,112,84.3860178
SS1610329585116,circle92,2,1,0,274,91,71.84705979
SS1610329585116,circle92,3,1,1,214,268,55.54277631
SS1610329585116,circle92,4,1,0,388,177,59.41380311
SS1610329892969,circle93,1,1,1,128,185,78.49203781
SS1610329892969,circle93,2,1,0,331,269,63.82005954
SS1610329892969,circle93,3,1,0,478,111,106.8316433
SS1610329892969,circle93,4,1,0,77,365,94.17536833
SS1610329967001,circle94,1,0,0,423,447,87.4185335
SS1610330188396,circle95,1,1,1,381,210,50.99019514
SS1610330188396,circle95,2,1,0,524,150,49.67896939
SS1610330188396,circle95,3,1,0,503,318,49.04079934
SS1610330188396,circle95,4,1,0,146,138,70.49113419
SS1610330188396,circle95,5,1,0,189,263,76.69419796
SS1610330884682,circle96,1,1,1,327,226,28.3019434
SS1610330884682,circle96,2,1,0,390,192,42.01190308
SS1610330884682,circle96,3,1,0,490,184,43.18564576
SS1610330884682,circle96,4,1,0,214,205,32.64965543
SS1610331114334,circle97,1,1,1,428,115,50.21951812
SS1610331114334,circle97,2,1,0,146,193,84.05355436
SS1610331114334,circle97,3,1,0,321,280,77.15568676
SS1610331114334,circle97,4,1,0,550,215,41.59326869
SS1610331677410,circle98,1,0,0,272,192,75.96051606
SS1610333927237,circle99,1,1,1,137,109,66.70832032
SS1610333927237,circle99,2,1,0,256,53,51.0881591
SS1610333927237,circle99,3,1,0,289,168,65.11528238
SS1610333927237,circle99,4,1,0,92,222,84.81155582
SS1610335532506,circle100,1,1,1,165,393,51.623638
SS1610335532506,circle100,2,1,0,290,363,60.30754513
SS1610335532506,circle100,3,1,0,471,352,86.60831369
SS1610335532506,circle100,4,1,0,685,339,114.3896848
SS1610337476353,circle101,1,1,1,391,263,42.52058325
SS1610337476353,circle101,2,1,0,489,287,41.03656906
SS1610337476353,circle101,3,1,0,259,295,42.04759208
SS1610337476353,circle101,4,1,0,245,161,76.4198927
SS1610337657231,circle102,2,1,1,381,141,63.5295207
SS1610337657231,circle102,3,1,0,308,257,93.23089617
SS1610337657231,circle102,4,1,0,439,217,107.2007463
SS1610339757988,circle103,1,1,0,285,190,164.6481096
SS1610339757988,circle103,2,1,0,445,207,202.5660386
SS1610339757988,circle103,3,1,0,619,416,50.24937811
SS1610339757988,circle103,4,1,0,484,461,48.16637832
SS1610339757988,circle103,5,1,1,306,479,81.34494453
SS1610349328979,circle104,1,1,1,148,85,152.5549081
SS1610349328979,circle104,2,1,0,442,89,86.68333173
SS1610349328979,circle104,3,1,0,247,328,94.5568612
SS1610349328979,circle104,4,1,0,380,318,168.6001186
SS1610349331747,circle105,1,0,0,353,264,80.8084154
SS1610353379381,circle106,1,1,0,514,377,57.45432969
SS1610353379381,circle106,2,1,0,177,141,101.5135459
SS1610353379381,circle106,3,1,0,453,124,89.89994438
SS1610353379381,circle106,4,1,1,254,349,77.36924454
SS1610379831079,circle107,1,1,0,149,196,60.80296045
SS1610379831079,circle107,2,1,1,272,384,55.31726674
SS1610379831079,circle107,3,1,0,433,354,52.15361924
SS1610379831079,circle107,4,1,0,531,166,63.78087488
SS1610385985080,circle108,1,0,0,464,295,45.45327271
SS1610399675293,circle109,1,1,1,232,134,53.07541804
SS1610399675293,circle109,2,1,0,325,118,65.7951366
SS1610399675293,circle109,3,1,0,464,80,74.40430095
SS1610399675293,circle109,4,1,0,52,182,56.08029957
SS1610399675293,circle109,5,1,0,546,166,53.41348144
SS1610399675293,circle109,6,1,0,635,96,53.07541804
SS1610399675293,circle109,7,1,0,133,196,47.63402146
SS1610399675293,circle109,8,1,0,669,187,41.34005322
SS1610411161959,circle110,1,1,1,259,179,36.76955262
SS1610411161959,circle110,2,1,0,325,139,35.80502758
SS1610411161959,circle110,3,1,0,320,190,29.73213749
SS1610411161959,circle110,4,1,0,286,224,28.60069929
SS1610411161959,circle110,5,1,0,332,232,32.64965543
SS1610411161959,circle110,6,1,0,372,208,23.76972865
SS1610428916963,circle111,1,1,1,140,161,94.11163584
SS1610428916963,circle111,2,1,0,385,136,121.9385091
SS1610431776823,circle112,1,1,1,132,85,81.68843247
SS1610431776823,circle112,2,1,0,336,76,258.9362856
SS1610431776823,circle112,3,1,0,516,373,62.36986452
SS1610431776823,circle112,4,1,0,93,335,229.1069619
SS1610483870992,circle1,1,1,1,362,158,78.51751397
SS1610483870992,circle1,2,1,0,527,158,67.62396025
SS1610483870992,circle1,3,1,0,350,270,91.04943712
SS1610483870992,circle1,4,1,0,508,269,105.6882207
SS1610486372688,circle2,1,0,0,262,220,68.62215386
SS1610565350865,circle3,1,1,1,310,235,126.245792
SS1610565350865,circle3,2,1,0,607,53,122.0901306
SS1610565350865,circle3,3,1,0,541,334,108.9311709
SS1610565350865,circle3,4,1,0,42,22,187.2111108
SS1610565350865,circle3,5,1,0,49,462,155.183762
SS1610565350865,circle3,6,1,0,329,472,99.62429423
SS1610575392391,circle4,1,1,0,90,237,75.66372975
SS1610575392391,circle4,2,1,0,240,245,59.6405902
SS1610575392391,circle4,3,1,1,360,245,48.54894438
SS1610575392391,circle4,4,1,0,479,253,39.8246155
SS1610575392391,circle4,5,1,0,563,252,28.31960452
SS1610575392391,circle4,6,1,0,625,256,16.1245155
SS1610579455766,circle5,1,1,1,406,294,65.60487787
SS1610579455766,circle5,2,1,0,157,201,61.84658438
SS1610579455766,circle5,3,1,0,341,90,67.17886572
SS1610579455766,circle5,4,1,0,568,84,53.71219601
SS1610579455766,circle5,5,1,0,574,220,38.58756276
SS1610580390276,circle6,1,1,1,356,254,62.93647591
SS1610580390276,circle6,2,1,0,500,123,100.8811182
SS1610580390276,circle6,3,1,0,559,275,56.60388679
SS1610580390276,circle6,4,1,0,335,100,25.94224354
SS1610580390276,circle6,5,1,0,163,130,99.76472322
SS1610580390276,circle6,6,1,0,166,284,47.16990566
SS1610582637995,circle7,1,1,1,399,292,67.67569726
SS1610582637995,circle7,2,1,0,554,263,66.49060084
SS1610582637995,circle7,3,1,0,258,175,56.92099788
SS1610582637995,circle7,4,1,0,172,315,55.07267925
SS1610582637995,circle7,5,1,0,270,373,50.20956084
SS1610582637995,circle7,6,1,0,516,383,50.32891813
SS1610582637995,circle7,7,1,0,430,98,91.39474821
SS1610583961642,circle8,1,1,1,202,230,67.17886572
SS1610583961642,circle8,2,1,0,373,223,43.46262762
SS1610583961642,circle8,3,1,0,468,191,49.47726751
SS1610588311801,circle9,1,1,0,321,152,71.38627319
SS1610588311801,circle9,2,1,0,480,131,68.76772499
SS1610588311801,circle9,3,1,0,246,300,86.37129153
SS1610588311801,circle9,4,1,0,436,301,84.29116205
SS1610588311801,circle9,5,1,0,251,469,50.91168825
SS1610588311801,circle9,6,1,0,361,461,51.623638
SS1610588311801,circle9,7,1,1,475,458,51.2249939
SS1610591368593,circle10,1,0,0,328,188,54.81788029
SS1610597241570,circle11,1,1,0,250,186,86.55634003
SS1610597241570,circle11,2,1,0,478,192,99.63934966
SS1610597241570,circle11,3,1,0,100,398,65.06919394
SS1610597241570,circle11,4,1,1,286,381,66.70832032
SS1610597241570,circle11,5,1,0,460,376,70.17834424
SS1610597241570,circle11,6,1,0,686,379,72.18032973
SS1610598388740,circle12,1,1,1,443,304,73.4982993
SS1610598388740,circle12,2,1,0,170,221,104.6231332
SS1610598388740,circle12,3,1,0,107,386,105.9481005
SS1610598388740,circle12,4,1,0,404,471,96.10411021
SS1610598388740,circle12,5,1,0,538,108,54.74486277
SS1610598730214,circle13,1,1,1,386,115,57.38466694
SS1610598730214,circle13,2,1,0,195,330,79.07591289
SS1610598730214,circle13,3,1,0,403,280,83.00602388
SS1610598730214,circle13,4,1,0,553,126,42.95346319
SS1610598730214,circle13,5,1,0,146,90,55.4436651
SS1610603063441,circle14,1,1,0,535,130,68.60029154
SS1610603063441,circle14,2,1,0,109,119,70.45565982
SS1610603063441,circle14,3,1,1,303,299,111.6064514
SS1610603063441,circle14,4,1,0,530,316,58.24946352
SS1610603063441,circle14,5,1,0,647,381,57.00877125
SS1610603063441,circle14,6,1,0,398,461,55.47071299
SS1610641894562,circle15,1,1,1,348,263,50.60632372
SS1610641894562,circle15,2,1,0,435,192,38.18376618
SS1610641894562,circle15,3,1,0,386,382,45.27692569
SS1610641894562,circle15,4,1,0,190,198,46.61544808
SS1610641894562,circle15,5,1,0,188,282,42.80186912
SS1610641894562,circle15,6,1,0,205,380,37.53664876
SS1610641894562,circle15,7,1,0,188,467,36.87817783
SS1610641894562,circle15,8,1,0,258,386,37.01351105
SS1610649528260,circle16,1,0,0,183,96,80.43009387
SS1610656625152,circle17,1,1,1,362,268,30.23243292
SS1610656625152,circle17,2,1,0,195,133,47.01063709
SS1610656625152,circle17,3,1,0,469,105,33.60059523
SS1610656625152,circle17,4,1,0,85,245,30.61045573
SS1610656625152,circle17,5,1,0,176,228,38.28837944
SS1610672104359,circle18,1,1,1,299,318,67.00746227
SS1610672104359,circle18,2,1,0,158,126,77.89736838
SS1610672104359,circle18,3,1,0,304,96,58.05170109
SS1610672104359,circle18,4,1,0,124,316,78.4346862
SS1610672104359,circle18,5,1,0,419,295,29
SS1610677720145,circle19,1,0,0,202,325,69.05070601
SS1610745171034,circle20,1,1,1,195,228,69.33974329
SS1610745171034,circle20,2,1,0,442,113,91.39474821
SS1610745171034,circle20,3,1,0,652,109,91.04943712
SS1610745171034,circle20,4,1,0,432,281,70.21395873
SS1610746075917,circle21,1,1,1,268,235,51.4781507
SS1610746075917,circle21,2,1,0,348,106,67.89698079
SS1610746075917,circle21,3,1,0,425,240,69.35416354
SS1610746075917,circle21,4,1,0,310,372,64.38167441
SS1610771199717,circle22,1,1,0,196,202,115.2562363
SS1610771199717,circle22,2,1,1,385,256,64.88451279
SS1610771199717,circle22,3,1,0,579,97,150
SS1610771199717,circle22,4,1,0,553,334,46.06517123
SS1610831055555,circle23,1,1,1,116,151,67.26812024
SS1610831055555,circle23,2,1,0,314,158,83.45058418
SS1610831055555,circle23,3,1,0,167,274,55.15432893
