subject,culture,task_name,task_info,trial_info,resp_type,resp
SS1651616835091,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616835091,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616835091,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616837719,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616837719,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616837719,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616837719,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616838947,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616838947,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616838947,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616838947,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616839031,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616839031,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616839031,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616839031,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616839120,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616839120,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616839120,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616839120,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616839551,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616839551,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616839551,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616839551,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616839622,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616839622,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616839622,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616839622,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616840889,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616840889,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616840889,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616840889,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616841722,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616841722,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616841722,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616841722,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616841972,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616841972,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616841972,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616841972,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616843053,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616843053,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616843053,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616843053,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616844450,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616844450,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616844450,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616844450,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616844684,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616844684,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616844684,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616844684,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616844911,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616844911,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616844911,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616844911,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616846951,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616846951,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616846951,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616846951,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616850845,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616850845,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616850845,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616850845,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616854167,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616854167,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616854167,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616854167,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616854402,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616854402,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616854402,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616854402,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616857792,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616857792,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616857792,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616857792,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616858489,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616858489,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616858489,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616858489,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616858633,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616858633,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616858633,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616858633,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616860080,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616860080,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616860080,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616860080,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616860708,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616860708,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616860708,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616860708,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616861128,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616861128,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616861128,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616861128,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616861546,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616861546,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616861546,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616861546,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616863114,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616863114,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616863114,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616863114,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616863145,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616863145,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616863145,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616863145,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616876627,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616876627,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616876627,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616876627,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616909217,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616909217,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616909217,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616909217,US,RMTS,RMTS,RMTS,choice_match,1
SS1651616969092,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616969092,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616969092,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616969092,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616982939,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616982939,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616982939,US,RMTS,RMTS,RMTS,choice_match,0
SS1651616982939,US,RMTS,RMTS,RMTS,choice_match,0
SS1651617013503,US,RMTS,RMTS,RMTS,choice_match,1
SS1651617013503,US,RMTS,RMTS,RMTS,choice_match,1
SS1651617013503,US,RMTS,RMTS,RMTS,choice_match,1
SS1651617013503,US,RMTS,RMTS,RMTS,choice_match,1
SS1651617033971,US,RMTS,RMTS,RMTS,choice_match,1
SS1651617033971,US,RMTS,RMTS,RMTS,choice_match,0
SS1651617033971,US,RMTS,RMTS,RMTS,choice_match,0
SS1651617033971,US,RMTS,RMTS,RMTS,choice_match,0
SS1651617071100,US,RMTS,RMTS,RMTS,choice_match,1
SS1651617071100,US,RMTS,RMTS,RMTS,choice_match,1
SS1651617071100,US,RMTS,RMTS,RMTS,choice_match,1
SS1651617071100,US,RMTS,RMTS,RMTS,choice_match,1
SS1651617143573,US,RMTS,RMTS,RMTS,choice_match,1
SS1651617143573,US,RMTS,RMTS,RMTS,choice_match,1
SS1651617143573,US,RMTS,RMTS,RMTS,choice_match,1
SS1651617143573,US,RMTS,RMTS,RMTS,choice_match,1
SS1651617282312,US,RMTS,RMTS,RMTS,choice_match,0
SS1651617282312,US,RMTS,RMTS,RMTS,choice_match,0
SS1651617282312,US,RMTS,RMTS,RMTS,choice_match,0
SS1651617282312,US,RMTS,RMTS,RMTS,choice_match,0
SS1651617310480,US,RMTS,RMTS,RMTS,choice_match,0
SS1651617310480,US,RMTS,RMTS,RMTS,choice_match,0
SS1651617310480,US,RMTS,RMTS,RMTS,choice_match,0
SS1651617310480,US,RMTS,RMTS,RMTS,choice_match,0
SS1651624230659,US,RMTS,RMTS,RMTS,choice_match,1
SS1651624230659,US,RMTS,RMTS,RMTS,choice_match,1
SS1651624230659,US,RMTS,RMTS,RMTS,choice_match,1
SS1651624230659,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678198123,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678198123,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678198123,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678198123,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678202019,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678202019,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678202019,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678202019,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678206055,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678206055,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678206055,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678206055,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678216185,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678216185,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678216185,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678216185,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678216437,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678216437,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678216437,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678216437,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678218891,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678218891,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678218891,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678218891,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678220434,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678220434,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678220434,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678220434,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678224995,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678224995,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678224995,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678224995,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678226524,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678226524,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678226524,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678226524,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678227696,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678227696,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678227696,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678227696,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678229872,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678229872,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678229872,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678229872,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678232565,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678232565,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678232565,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678232565,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678239759,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678239759,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678239759,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678239759,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678242246,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678242246,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678242246,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678242246,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678243882,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678243882,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678243882,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678243882,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678244241,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678244241,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678244241,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678244241,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678245327,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678245327,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678245327,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678245327,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678246113,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678246113,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678246113,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678246113,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678246330,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678246330,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678246330,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678246330,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678248637,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678248637,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678248637,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678248637,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678248989,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678248989,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678248989,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678248989,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678249603,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678249603,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678249603,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678249603,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678250397,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678250397,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678250397,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678250397,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678252363,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678252363,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678252363,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678252363,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678252935,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678252935,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678252935,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678252935,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678253736,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678253736,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678253736,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678253736,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678256204,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678256204,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678256204,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678256204,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678257395,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678257395,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678257395,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678257395,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678258791,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678258791,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678258791,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678258791,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678259296,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678259296,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678259296,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678259296,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678260164,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678260164,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678260164,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678260164,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678260331,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678260331,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678260331,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678260331,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678260663,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678260663,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678260663,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678260663,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678261063,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678261063,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678261063,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678261063,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678261912,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678261912,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678261912,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678261912,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678262590,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678262590,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678262590,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678262590,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678262854,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678262854,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678262854,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678262854,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678263725,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678263725,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678263725,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678263725,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678265100,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678265100,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678265100,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678265100,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678265263,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678265263,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678265263,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678265263,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678267011,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678267011,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678267011,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678267011,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678267140,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678267140,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678267140,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678267140,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678267405,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678267405,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678267405,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678267405,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678268119,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678268119,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678268119,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678268119,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678270245,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678270245,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678270245,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678270245,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678270524,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678270524,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678270524,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678270524,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678271326,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678271326,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678271326,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678271326,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678274966,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678274966,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678274966,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678274966,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678278178,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678278178,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678278178,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678278178,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678298946,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678298946,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678298946,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678298946,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678302508,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678302508,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678302508,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678302508,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678327719,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678327719,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678327719,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678327719,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678328286,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678328286,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678328286,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678328286,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678331156,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678331156,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678331156,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678331156,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678353530,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678353530,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678353530,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678353530,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678384991,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678384991,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678384991,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678384991,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678386286,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678386286,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678386286,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678386286,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678409670,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678409670,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678409670,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678409670,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678434328,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678434328,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678434328,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678434328,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678459452,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678459452,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678459452,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678459452,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678462364,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678462364,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678462364,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678462364,US,RMTS,RMTS,RMTS,choice_match,1
SS1651678474300,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678474300,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678474300,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678474300,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678537895,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678537895,US,RMTS,RMTS,RMTS,choice_match,0
SS1651678537895,US,RMTS,RMTS,RMTS,choice_match,0
