subject,culture,trial_info,raw_response,response,coder
SS1651554184228,CN,allheal1,"{""si_li_allheal1"":""召集村里的男孩子，寻找神仙草\n""}",1,SG
SS1651554284065,CN,allheal1,"{""si_li_allheal1"":""找神仙草可以救活自己""}",1,SG
SS1651554809980,CN,allheal1,"{""si_li_allheal1"":""深山里有一种神仙草可以救他的命""}",1,SG
SS1651559729763,CN,allheal1,"{""si_li_allheal1"":""神仙草的梦""}",1,SG
SS1651560025455,CN,allheal1,"{""si_li_allheal1"":""他梦到遥远的岛上有一种植物，可以治好他的病""}",1,SG
SS1651561685665,CN,allheal1,"{""si_li_allheal1"":""告诉他的儿子神仙草可以救他的命""}",1,SG
SS1651562034956,CN,allheal1,"{""si_li_allheal1"":""富翁说，神仙草可以治病，找到它的人大大有奖。""}",1,SG
SS1651562868228,CN,allheal1,"{""si_li_allheal1"":""告诉他的儿子他的梦见在遥远的地方丛林里有一株草能够治他的病""}",1,SG
SS1651564260438,CN,allheal1,"{""si_li_allheal1"":""去找神仙草，最先找到的有一笔丰厚的奖赏""}",1,SG
SS1651564308340,CN,allheal1,"{""si_li_allheal1"":""神仙草的梦""}",1,SG
SS1651565828518,CN,allheal1,"{""si_li_allheal1"":""神仙草可以治好他的病""}",1,SG
SS1651568252846,CN,allheal1,"{""si_li_allheal1"":""去找神仙草来给他治病\n""}",1,SG
SS1651568382617,CN,allheal1,"{""si_li_allheal1"":""神仙草能救他""}",1,SG
SS1651568918829,CN,allheal1,"{""si_li_allheal1"":""关于神仙草的梦""}",1,SG
SS1651570752111,CN,allheal1,"{""si_li_allheal1"":""神仙草可以治他的病""}",1,SG
SS1651571509239,CN,allheal1,"{""si_li_allheal1"":""仙草可以救他""}",1,SG
SS1651572914976,CN,allheal1,"{""si_li_allheal1"":""神仙草能救他命""}",1,SG
SS1651576408487,CN,allheal1,"{""si_li_allheal1"":""谁最先找到仙草就会有重赏""}",1,SG
SS1651578940027,CN,allheal1,"{""si_li_allheal1"":""神仙草可以治他的病""}",1,SG
SS1651579399729,CN,allheal1,"{""si_li_allheal1"":""神仙草可以治病""}",1,SG
SS1651582669897,CN,allheal1,"{""si_li_allheal1"":""神仙草可以救富翁的病""}",1,SG
SS1651590333066,CN,allheal1,"{""si_li_allheal1"":""可以治病的神仙草的梦""}",1,SG
SS1651620046254,CN,allheal1,"{""si_li_allheal1"":""让他去找神仙草""}",1,SG
SS1651623308643,CN,allheal1,"{""si_li_allheal1"":""神仙草能救他，神仙草在小岛上""}",1,SG
SS1651625504097,CN,allheal1,"{""si_li_allheal1"":""神仙草叶子可以救他""}",1,SG
SS1651629675682,CN,allheal1,"{""si_li_allheal1"":""找到仙草给他治病的人可以得到重奖\n""}",1,SG
SS1651631038398,CN,allheal1,"{""si_li_allheal1"":""发现在仙草的人可以得到重奖""}",1,SG
SS1651631374290,CN,allheal1,"{""si_li_allheal1"":""神仙草可以救他的命。""}",1,SG
SS1651632269384,CN,allheal1,"{""si_li_allheal1"":""神仙草的梦""}",1,SG
SS1651633449820,CN,allheal1,"{""si_li_allheal1"":""自己的病需要神仙草来治""}",1,SG
SS1651634088254,CN,allheal1,"{""si_li_allheal1"":""仙草的叶子可以治好他的病。""}",1,SG
SS1651634616537,CN,allheal1,"{""si_li_allheal1"":""神仙草可以治病""}",1,SG
SS1651634772197,CN,allheal1,"{""si_li_allheal1"":""神仙草的梦""}",1,SG
SS1651636059839,CN,allheal1,"{""si_li_allheal1"":""神仙草的梦""}",1,SG
SS1651637972613,CN,allheal1,"{""si_li_allheal1"":""关于神仙草的梦""}",1,SG
SS1651642739005,CN,allheal1,"{""si_li_allheal1"":""神仙草""}",1,SG
SS1651644576691,CN,allheal1,"{""si_li_allheal1"":""遥远的岛上有一种神仙草可以治他的病\n""}",1,SG
SS1651645903803,CN,allheal1,"{""si_li_allheal1"":""父亲告诉儿子 神仙草可以救自己的命""}",1,SG
SS1651648364635,CN,allheal1,"{""si_li_allheal1"":""找到神仙草的人可以得到重奖""}",1,SG
SS1651649525276,CN,allheal1,"{""si_li_allheal1"":""神仙草可以救他的命，要让他去找""}",1,SG
SS1651652206023,CN,allheal1,"{""si_li_allheal1"":""神仙草可以治自己的病\n""}",1,SG
SS1651652979760,CN,allheal1,"{""si_li_allheal1"":""神仙草能救他的命""}",1,SG
SS1651654468673,CN,allheal1,"{""si_li_allheal1"":""找到神仙草的可以继承家业""}",1,SG
SS1651654992618,CN,allheal1,"{""si_li_allheal1"":""神仙草可以治好富翁的病""}",1,SG
SS1651655612985,CN,allheal1,"{""si_li_allheal1"":""关于神仙草的梦""}",1,SG
SS1651660777144,CN,allheal1,"{""si_li_allheal1"":""自己做了一个神仙草的梦""}",1,SG
SS1651661370426,CN,allheal1,"{""si_li_allheal1"":""神仙草可以治疗富翁的病""}",1,SG
SS1651662575870,CN,allheal1,"{""si_li_allheal1"":""岛山有神仙草""}",1,SG
SS1651663394470,CN,allheal1,"{""si_li_allheal1"":""他做的梦，有个仙草可以治疗富翁的病""}",1,SG
SS1651664105704,CN,allheal1,"{""si_li_allheal1"":""告诉他的儿子梦到了岛上丛林中有神仙草，叶子可以治自己的病""}",1,SG
SS1651665034176,CN,allheal1,"{""si_li_allheal1"":""找神仙草救命""}",1,SG
SS1651666650135,CN,allheal1,"{""si_li_allheal1"":""找神仙草治病""}",1,SG
SS1651669607417,CN,allheal1,"{""si_li_allheal1"":""找药草""}",1,SG
SS1651669856701,CN,allheal1,"{""si_li_allheal1"":""遥远的小岛上有一种叫做神仙草的植物可以包治百病""}",1,SG
SS1651672824225,CN,allheal1,"{""si_li_allheal1"":""告诉他儿子他自己得了重病，需要用神仙草才能救治""}",1,SG
SS1651674999028,CN,allheal1,"{""si_li_allheal1"":""岛上有神仙草""}",1,SG
SS1651675575564,CN,allheal1,"{""si_li_allheal1"":""他的梦，梦里神仙草可以治好他的病。""}",1,SG
SS1651675739437,CN,allheal1,"{""si_li_allheal1"":""仙草能救命""}",1,SG
SS1651682617757,CN,allheal1,"{""si_li_allheal1"":""让他儿子召集人去找仙草治病。""}",1,SG
SS1651705155608,CN,allheal1,"{""si_li_allheal1"":""他做了个神仙草的梦""}",1,SG
SS1651713128281,CN,allheal1,"{""si_li_allheal1"":""梦""}",1,SG
SS1651721379726,CN,allheal1,"{""si_li_allheal1"":""去找神仙草""}",1,SG
SS1651724542208,CN,allheal1,"{""si_li_allheal1"":""他梦到一种神仙草可以治好他的病""}",1,SG
SS1651726203467,CN,allheal1,"{""si_li_allheal1"":""神仙草可以治好他的病""}",1,SG
SS1651727116955,CN,allheal1,"{""si_li_allheal1"":""神仙草""}",1,SG
SS1651727696486,CN,allheal1,"{""si_li_allheal1"":""得到神仙草的会有重金""}",1,SG
SS1651728177417,CN,allheal1,"{""si_li_allheal1"":""仙草叶子能治病""}",1,SG
SS1651729682124,CN,allheal1,"{""si_li_allheal1"":""他做的关于神仙草的梦""}",1,SG
SS1651729792731,CN,allheal1,"{""si_li_allheal1"":""他梦见一座岛上的神仙草可以治疗他的病""}",1,SG
SS1651731235827,CN,allheal1,"{""si_li_allheal1"":""告诉他儿子 神仙草可以救自己的命""}",1,SG
SS1651732296508,CN,allheal1,"{""si_li_allheal1"":""找到神仙草的人得到嘉奖""}",1,SG
SS1651734446265,CN,allheal1,"{""si_li_allheal1"":""神仙草可以治他的病""}",1,SG
SS1651737005457,CN,allheal1,"{""si_li_allheal1"":""他梦中有一种神仙草能治好他的病""}",1,SG
SS1651739183035,CN,allheal1,"{""si_li_allheal1"":""告诉他儿子关于神仙草的梦""}",1,SG
SS1651742060593,CN,allheal1,"{""si_li_allheal1"":""有一种神仙草可治病""}",1,SG
SS1651743246534,CN,allheal1,"{""si_li_allheal1"":""神仙草可以治病""}",1,SG
SS1651744829480,CN,allheal1,"{""si_li_allheal1"":""神仙草""}",1,SG
SS1651747335475,CN,allheal1,"{""si_li_allheal1"":""有一个岛上有神仙草""}",1,SG
SS1651748703908,CN,allheal1,"{""si_li_allheal1"":""神仙草""}",1,SG
SS1651751338853,CN,allheal1,"{""si_li_allheal1"":""他的病有一种神仙草可以治。\n""}",1,SG
SS1651751579584,CN,allheal1,"{""si_li_allheal1"":""远方有可以救他命的草""}",1,SG
SS1651761786814,CN,allheal1,"{""si_li_allheal1"":""神仙草的梦""}",1,SG
SS1651762141455,CN,allheal1,"{""si_li_allheal1"":""率先找到仙草的人有重金奖励""}",1,SG
SS1651763037034,CN,allheal1,"{""si_li_allheal1"":""神仙草的梦""}",1,SG
SS1651764193629,CN,allheal1,"{""si_li_allheal1"":""关于神仙草的梦""}",1,SG
SS1651765169248,CN,allheal1,"{""si_li_allheal1"":""神仙草""}",1,SG
SS1651765894743,CN,allheal1,"{""si_li_allheal1"":""神仙草能治病""}",1,SG
SS1651765911820,CN,allheal1,"{""si_li_allheal1"":""遥远的神仙岛上有可以治好他病的神仙草""}",1,SG
SS1651767555827,CN,allheal1,"{""si_li_allheal1"":""告诉他儿子做了一个梦 梦到遥远的一座岛上 有一种神仙草的叶子可以治好富翁的病""}",1,SG
SS1651769304707,CN,allheal1,"{""si_li_allheal1"":""悬赏找神仙草""}",1,SG
SS1651771465459,CN,allheal1,"{""si_li_allheal1"":""有一个岛上有仙草""}",1,SG
SS1651783487150,CN,allheal1,"{""si_li_allheal1"":""他们梦见了神仙草""}",1,SG
SS1651798074227,CN,allheal1,"{""si_li_allheal1"":""神仙草的梦""}",1,SG
SS1651799596238,CN,allheal1,"{""si_li_allheal1"":""寻找神仙草\n""}",1,SG
SS1651802919199,CN,allheal1,"{""si_li_allheal1"":""神仙草可以治富翁的病""}",1,SG
SS1651804378273,CN,allheal1,"{""si_li_allheal1"":""把我治好了遗产全是你的""}",0,SG
SS1651804729362,CN,allheal1,"{""si_li_allheal1"":""在遥远的地方有一株神仙草，可以治疗富翁的病""}",1,SG
SS1651804768520,CN,allheal1,"{""si_li_allheal1"":""关于神仙草的梦""}",1,SG
SS1651806183814,CN,allheal1,"{""si_li_allheal1"":""神仙草的故事""}",1,SG
SS1651807227958,CN,allheal1,"{""si_li_allheal1"":""有一个仙草可以治病\n""}",1,SG
SS1651807671427,CN,allheal1,"{""si_li_allheal1"":""找仙草""}",1,SG
SS1651809674248,CN,allheal1,"{""si_li_allheal1"":""有座岛上有一株神草可以救治他的病""}",1,SG
SS1651810536901,CN,allheal1,"{""si_li_allheal1"":""神仙草的梦""}",1,SG
SS1651810766684,CN,allheal1,"{""si_li_allheal1"":""关于神仙草的梦""}",1,SG
SS1651811217708,CN,allheal1,"{""si_li_allheal1"":""关于神仙草的梦""}",1,SG
SS1651812084324,CN,allheal1,"{""si_li_allheal1"":""关于神仙草的梦，神仙草可以治好他的病""}",1,SG
SS1651813057402,CN,allheal1,"{""si_li_allheal1"":""神仙草的梦告诉了他的儿子""}",1,SG
SS1651813633535,CN,allheal1,"{""si_li_allheal1"":""做的梦""}",1,SG
SS1651818877028,CN,allheal1,"{""si_li_allheal1"":""神仙草可以就富翁的命""}",1,SG
SS1651821991579,CN,allheal1,"{""si_li_allheal1"":""神仙草可以治他的病""}",1,SG
SS1651822926317,CN,allheal1,"{""si_li_allheal1"":""梦到岛上有一种叶子可以治好富翁的病""}",1,SG
SS1651827681410,CN,allheal1,"{""si_li_allheal1"":""神仙草可以救他""}",1,SG
SS1651828791480,CN,allheal1,"{""si_li_allheal1"":""告诉人们找仙草得奖励""}",1,SG
SS1651835352625,CN,allheal1,"{""si_li_allheal1"":""神仙草可以救富翁的命""}",1,SG
SS1651837328638,CN,allheal1,"{""si_li_allheal1"":""发现仙草的人给重奖""}",1,SG
SS1651837445397,CN,allheal1,"{""si_li_allheal1"":""神仙草的梦""}",1,SG
SS1651837683659,CN,allheal1,"{""si_li_allheal1"":""神仙草可以治他的病""}",1,SG
SS1651839455332,CN,allheal1,"{""si_li_allheal1"":""神仙草的梦""}",1,SG
SS1651840732818,CN,allheal1,"{""si_li_allheal1"":""做梦梦见遥远的小岛的丛林里有神仙草，草叶子能治好自己的病""}",1,SG
SS1651840989750,CN,allheal1,"{""si_li_allheal1"":""神仙草的梦""}",1,SG
SS1651842824466,CN,allheal1,"{""si_li_allheal1"":""去找神仙草""}",1,SG
SS1651844131204,CN,allheal1,"{""si_li_allheal1"":""神仙草可以治好他的病""}",1,SG
SS1651845522237,CN,allheal1,"{""si_li_allheal1"":""召集村子里的人去寻找神仙草，最先发现神仙草的人有重赏""}",1,SG
SS1651845673245,CN,allheal1,"{""si_li_allheal1"":""有个神仙草可以治好自己的病""}",1,SG
SS1651847391324,CN,allheal1,"{""si_li_allheal1"":""有一种神仙草可以治富翁的病""}",1,SG
SS1651849043017,CN,allheal1,"{""si_li_allheal1"":""关于神仙草的梦""}",1,SG
SS1651849550334,CN,allheal1,"{""si_li_allheal1"":""梦见得事情""}",1,SG
SS1651890985414,CN,allheal1,"{""si_li_allheal1"":""自己生病了，找到神仙草的人会得重奖""}",1,SG
SS1651891187280,CN,allheal1,"{""si_li_allheal1"":""神仙草的故事和重金奖励""}",1,SG
SS1651897042062,CN,allheal1,"{""si_li_allheal1"":""点快了没看到，返回不了上一个页面，抱歉。""}",0,SG
SS1651901964830,CN,allheal1,"{""si_li_allheal1"":""去找神仙草""}",1,SG
SS1651905218784,CN,allheal1,"{""si_li_allheal1"":""有一种草可以救他""}",1,SG
SS1651906129454,CN,allheal1,"{""si_li_allheal1"":""关于神仙草的梦""}",1,SG
SS1651906591158,CN,allheal1,"{""si_li_allheal1"":""有神奇的叶子""}",1,SG
SS1651906687128,CN,allheal1,"{""si_li_allheal1"":""神仙草可以救命""}",1,SG
SS1651907106845,CN,allheal1,"{""si_li_allheal1"":""他梦到遥远的小岛有神仙草，叶子可以治自己的病""}",1,SG
SS1651910974793,CN,allheal1,"{""si_li_allheal1"":""他梦见有一个小岛上有神仙草可以治他的病让他召集乡亲们谁能给他找到这种草就给谁奖励""}",1,SG
SS1651912088419,CN,allheal1,"{""si_li_allheal1"":""未知""}",0,SG
SS1651915236922,CN,allheal1,"{""si_li_allheal1"":""遥远的小岛上有一种叫神仙草的植物，可以治好他的病。""}",1,SG
SS1651916837690,CN,allheal1,"{""si_li_allheal1"":""告诉他儿子有一个神草能救他他儿子就派人找""}",1,SG
SS1651916886491,CN,allheal1,"{""si_li_allheal1"":""寻找神仙草给他治病""}",1,SG
SS1651918483229,CN,allheal1,"{""si_li_allheal1"":""去翻土""}",0,SG
SS1651919285907,CN,allheal1,"{""si_li_allheal1"":""遥远的小岛上有神仙草可以治他的病""}",1,SG
SS1651921503296,CN,allheal1,"{""si_li_allheal1"":""召集镇上的人们，找神仙草有重奖""}",1,SG
SS1651922816094,CN,allheal1,"{""si_li_allheal1"":""有一种神仙草可以治好他的病""}",1,SG
SS1651924494966,CN,allheal1,"{""si_li_allheal1"":""他梦见在一座遥远的小岛上有能够治疗他顽疾的神仙草。""}",1,SG
SS1651926576151,CN,allheal1,"{""si_li_allheal1"":""他梦见山上有个神仙草可以救他的命。""}",1,SG
SS1651926856493,CN,allheal1,"{""si_li_allheal1"":""他做的关于神仙草的梦，遥远的小岛上有一种叫神仙草的植株能够治好他。""}",1,SG
SS1651928385240,CN,allheal1,"{""si_li_allheal1"":""去岛上寻找救他性命的草""}",1,SG
SS1651932416698,CN,allheal1,"{""si_li_allheal1"":""他的神仙草的梦""}",1,SG
SS1651934015946,CN,allheal1,"{""si_li_allheal1"":""去岛上找叶子，找到的人有重奖""}",1,SG
SS1651544690789,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651544824620,CN,allheal2,"{""si_li_allheal2"":""矮的无毒的神仙草""}",1,SG
SS1651544913549,CN,allheal2,"{""si_li_allheal2"":""仙草给富翁泡茶\n""}",1,SG
SS1651545081461,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651545107281,CN,allheal2,"{""si_li_allheal2"":""用神仙草煮的茶""}",1,SG
SS1651545123067,CN,allheal2,"{""si_li_allheal2"":""给富豪带来了神仙草""}",1,SG
SS1651545188145,CN,allheal2,"{""si_li_allheal2"":""真正的神仙草\n""}",1,SG
SS1651545279588,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651545285513,CN,allheal2,"{""si_li_allheal2"":""矮小的植物""}",1,SG
SS1651545357097,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651545751233,CN,allheal2,"{""si_li_allheal2"":""低矮的神仙草煮的茶\n""}",1,SG
SS1651546122639,CN,allheal2,"{""si_li_allheal2"":""神仙草煮的茶""}",1,SG
SS1651546915326,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651547162777,CN,allheal2,"{""si_li_allheal2"":""一珠比大文手中的药草更矮小的植物，植物学家说是神仙草""}",1,SG
SS1651548143005,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651552362039,CN,allheal2,"{""si_li_allheal2"":""神仙草泡的茶""}",1,SG
SS1651552795730,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651552837542,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651553474432,CN,allheal2,"{""si_li_allheal2"":""仙草煮的茶""}",1,SG
SS1651553913160,CN,allheal2,"{""si_li_allheal2"":""真的神仙草煮的水""}",1,SG
SS1651553969715,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651554145523,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651554184228,CN,allheal2,"{""si_li_allheal2"":""矮小的神仙草煮出来的水""}",1,SG
SS1651554284065,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651554809980,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651559729763,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651560025455,CN,allheal2,"{""si_li_allheal2"":""用神仙草泡的一壶茶""}",1,SG
SS1651561685665,CN,allheal2,"{""si_li_allheal2"":""植物学家口中的神仙草煮的茶""}",1,SG
SS1651562034956,CN,allheal2,"{""si_li_allheal2"":""小飞把神仙草煮成茶，给富翁吃。""}",1,SG
SS1651562868228,CN,allheal2,"{""si_li_allheal2"":""小飞带了一壶茶给富翁""}",1,SG
SS1651564260438,CN,allheal2,"{""si_li_allheal2"":""神仙草叶子煮的茶""}",1,SG
SS1651564308340,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651565828518,CN,allheal2,"{""si_li_allheal2"":""神仙草煮好的汤药""}",1,SG
SS1651568252846,CN,allheal2,"{""si_li_allheal2"":""神仙草煮好的茶""}",1,SG
SS1651568382617,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651568918829,CN,allheal2,"{""si_li_allheal2"":""神仙草的叶子""}",1,SG
SS1651570752111,CN,allheal2,"{""si_li_allheal2"":""神仙草茶""}",1,SG
SS1651571509239,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651572914976,CN,allheal2,"{""si_li_allheal2"":""神仙草叶子泡水""}",1,SG
SS1651576408487,CN,allheal2,"{""si_li_allheal2"":""神仙草煮的茶""}",1,SG
SS1651578940027,CN,allheal2,"{""si_li_allheal2"":""矮小的植物""}",1,SG
SS1651579399729,CN,allheal2,"{""si_li_allheal2"":""神仙草煮的茶""}",1,SG
SS1651582669897,CN,allheal2,"{""si_li_allheal2"":""神仙草叶子煮出来的茶。""}",1,SG
SS1651590333066,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651620046254,CN,allheal2,"{""si_li_allheal2"":""神仙草熬成的汤""}",1,SG
SS1651623308643,CN,allheal2,"{""si_li_allheal2"":""真的神仙草""}",1,SG
SS1651625504097,CN,allheal2,"{""si_li_allheal2"":""神仙草叶子煮成的茶""}",1,SG
SS1651629675682,CN,allheal2,"{""si_li_allheal2"":""矮小的真正的神仙草""}",1,SG
SS1651631038398,CN,allheal2,"{""si_li_allheal2"":""仙草煮的茶""}",1,SG
SS1651631374290,CN,allheal2,"{""si_li_allheal2"":""神仙草。""}",1,SG
SS1651632269384,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651633449820,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651634088254,CN,allheal2,"{""si_li_allheal2"":""用神仙草煮的水""}",1,SG
SS1651634616537,CN,allheal2,"{""si_li_allheal2"":""矮的草""}",1,SG
SS1651634772197,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651636059839,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651637972613,CN,allheal2,"{""si_li_allheal2"":""茶""}",1,SG
SS1651642739005,CN,allheal2,"{""si_li_allheal2"":""神仙草泡的茶""}",1,SG
SS1651644576691,CN,allheal2,"{""si_li_allheal2"":""专家口中的神仙草，并泡了茶给富翁""}",1,SG
SS1651645903803,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651648364635,CN,allheal2,"{""si_li_allheal2"":""矮的神仙草""}",1,SG
SS1651649525276,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651652206023,CN,allheal2,"{""si_li_allheal2"":""矮小的神仙草""}",1,SG
SS1651652979760,CN,allheal2,"{""si_li_allheal2"":""神仙草烧的水""}",1,SG
SS1651654468673,CN,allheal2,"{""si_li_allheal2"":""比大文的草矮一些的另一种草，被植物学家称为神仙草""}",1,SG
SS1651654992618,CN,allheal2,"{""si_li_allheal2"":""神仙草煮的茶""}",1,SG
SS1651655612985,CN,allheal2,"{""si_li_allheal2"":""茶""}",1,SG
SS1651660777144,CN,allheal2,"{""si_li_allheal2"":""神仙草泡茶给富翁""}",1,SG
SS1651661370426,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651662575870,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651663394470,CN,allheal2,"{""si_li_allheal2"":""也许可以治病的草""}",1,SG
SS1651664105704,CN,allheal2,"{""si_li_allheal2"":""带了神仙草煮的茶""}",1,SG
SS1651665034176,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651666650135,CN,allheal2,"{""si_li_allheal2"":""神仙草叶子煮的茶""}",1,SG
SS1651669607417,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651669856701,CN,allheal2,"{""si_li_allheal2"":""用神仙草煮好的茶""}",1,SG
SS1651672824225,CN,allheal2,"{""si_li_allheal2"":""真正的神仙草""}",1,SG
SS1651674999028,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651675575564,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651675739437,CN,allheal2,"{""si_li_allheal2"":""一壶神仙草煮的茶""}",1,SG
SS1651682617757,CN,allheal2,"{""si_li_allheal2"":""矮矮的神仙草""}",1,SG
SS1651705155608,CN,allheal2,"{""si_li_allheal2"":""神仙草煮的茶""}",1,SG
SS1651713128281,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651721379726,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651724542208,CN,allheal2,"{""si_li_allheal2"":""神仙草煮的茶""}",1,SG
SS1651726203467,CN,allheal2,"{""si_li_allheal2"":""神仙草，矮的\n""}",1,SG
SS1651727116955,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651727696486,CN,allheal2,"{""si_li_allheal2"":""毒草""}",1,SG
SS1651728177417,CN,allheal2,"{""si_li_allheal2"":""矮株神仙草""}",1,SG
SS1651729682124,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651729792731,CN,allheal2,"{""si_li_allheal2"":""用神仙草煮的一壶茶""}",1,SG
SS1651731235827,CN,allheal2,"{""si_li_allheal2"":""小飞把神仙草煮成了一锅茶送给富豪""}",1,SG
SS1651732296508,CN,allheal2,"{""si_li_allheal2"":""一壶茶""}",1,SG
SS1651734446265,CN,allheal2,"{""si_li_allheal2"":""神仙草煮的茶""}",1,SG
SS1651737005457,CN,allheal2,"{""si_li_allheal2"":""用神仙草熬出来的水""}",1,SG
SS1651739183035,CN,allheal2,"{""si_li_allheal2"":""神仙草煮的茶""}",1,SG
SS1651742060593,CN,allheal2,"{""si_li_allheal2"":""神仙草煮的汤""}",1,SG
SS1651743246534,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651744829480,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651747335475,CN,allheal2,"{""si_li_allheal2"":""神仙草煮的茶""}",1,SG
SS1651748703908,CN,allheal2,"{""si_li_allheal2"":""一壶茶""}",1,SG
SS1651751338853,CN,allheal2,"{""si_li_allheal2"":""小飞带了神仙草做成的茶给富豪喝。\n""}",1,SG
SS1651751579584,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651761786814,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651762141455,CN,allheal2,"{""si_li_allheal2"":""矮小的草，植物学家说的真正的神仙草""}",1,SG
SS1651763037034,CN,allheal2,"{""si_li_allheal2"":""神仙草""}",1,SG
SS1651764193629,CN,allheal2,"{""si_li_allheal2"":""神仙草\n""}",1,SG
SS1651765169248,CN,allheal2,"{""si_li_allheal2"":""神仙草煮的茶""}",1,SG
SS1651765894743,CN,allheal2,"{""si_li_allheal2"":""神仙草煮的茶""}",1,SG
SS1651765911820,CN,allheal2,"{""si_li_allheal2"":""可以治好富翁病的神仙草""}",1,SG
